construct	displayProcedureName	gene	genotype	parameterId	parameterName	procedureName	sex	significanceValue	mgiAccessionId
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_024_001	Effector CD4- NKT cells - % of CD4- NKT cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_029_001	Resting CD4+ NKT cells - % of CD4+ NKT cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_084_001	KLRG1+ CD8+ T cells - % of CD45+	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Peripheral Blood Leukocytes	Pth	Hom	MGP_BCI_002_001	T cell CD4+ percentage	Buffy coat peripheral blood leukocyte immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_077_001	Effector Treg cells - % of CD45+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_082_001	KLRG1+ gd T cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_032_001	KLRG1+ CD4+ NKT cells - % of CD4+ NKT cells	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Haematology	Pth	Hom	IMPC_HEM_006_001	Mean corpuscular hemoglobin	Haematology	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_032_001	KLRG1+ CD4+ NKT cells - % of CD4+ NKT cells	Spleen Immuno Phenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_091_001	Effector NK cells - % of CD45+	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_028_001	Effector CD4+ NKT cells - % of CD4+ NKT cells	Mesenteric Lymph Node Immunophenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_014_001	Effector CD8+ T cells - % of CD8+	Spleen Immuno Phenotyping	Male	2	MGI:97799
tm1a(EUCOMM)Wtsi	Mesenteric Lymph Node	Pth	Hom	MGP_MLN_007_001	KLRG1+ CD4+ T helper cells - % of CD4+ T helper cells	Mesenteric Lymph Node Immunophenotyping	Female	2	MGI:97799
tm1a(EUCOMM)Wtsi	Spleen	Pth	Hom	MGP_IMM_010_001	Effector Treg cells - % of Treg	Spleen Immuno Phenotyping	Male	2	MGI:97799
